PROSPECTID,t,timestamp,action_type,payload
9752,9,2023-09-28,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.38956197828621564}"
9752,9,2023-09-28,LIMIT_CHANGE,"{""product"": ""CC"", ""delta"": 0.25513520036023096}"
9752,9,2023-09-28,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.10201764352719221}"
9752,10,2023-10-28,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.6623672727564945}"
9752,10,2023-10-28,LIMIT_CHANGE,"{""product"": ""CC"", ""delta"": 0.14316164194002667}"
9752,12,2023-12-27,LIMIT_CHANGE,"{""product"": ""CC"", ""delta"": 0.2103804172560933}"
9752,14,2024-02-25,SPEND,"{""product"": ""PL"", ""intensity"": ""low""}"
9752,15,2024-03-26,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.9123699775676826}"
9752,15,2024-03-26,SPEND,"{""product"": ""CC"", ""intensity"": ""med""}"
9752,15,2024-03-26,MISC_CLEAR,{}
9752,16,2024-04-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.30339708431077417}"
9752,16,2024-04-25,ENQUIRY,"{""product"": ""CC""}"
9752,16,2024-04-25,SPEND,"{""product"": ""CC"", ""intensity"": ""med""}"
9752,16,2024-04-25,MISC_CLEAR,{}
9752,17,2024-05-25,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.8519599621857357}"
9752,17,2024-05-25,LIMIT_CHANGE,"{""product"": ""PL"", ""delta"": 0.2678945651209361}"
9752,18,2024-06-24,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.0740691830317012}"
9752,19,2024-07-24,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.8661433754293624}"
9752,20,2024-08-23,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7666530094847315}"
9752,21,2024-09-22,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
9752,21,2024-09-22,LIMIT_CHANGE,"{""product"": ""CC"", ""delta"": 0.011855650746983831}"
9752,22,2024-10-22,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
9752,22,2024-10-22,ENQUIRY,"{""product"": ""CC""}"
9813,0,2023-01-01,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.3829542233911399}"
9813,1,2023-01-31,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7605760345634184}"
9813,1,2023-01-31,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.16418653235727737}"
9813,3,2023-04-01,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.339418322457846}"
9813,4,2023-05-01,ENQUIRY,"{""product"": ""CC""}"
9813,5,2023-05-31,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.11583710819479776}"
9813,6,2023-06-30,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.11853706580051411}"
9813,6,2023-06-30,MISC_CLEAR,{}
9813,7,2023-07-30,ENQUIRY,"{""product"": ""CC""}"
9813,8,2023-08-29,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
9813,9,2023-09-28,ENQUIRY,"{""product"": ""PL""}"
9813,11,2023-11-27,ENQUIRY,"{""product"": ""CC""}"
9813,12,2023-12-27,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.9298787977663374}"
9813,12,2023-12-27,ENQUIRY,"{""product"": ""HL""}"
9813,14,2024-02-25,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
9813,16,2024-04-25,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1743748130377154}"
9813,17,2024-05-25,MISC_CLEAR,{}
9813,18,2024-06-24,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.9268872469383003}"
9813,20,2024-08-23,ENQUIRY,"{""product"": ""CC""}"
9813,22,2024-10-22,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.421359221758083}"
10031,0,2023-01-01,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.586428437241952}"
10031,1,2023-01-31,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.12254283515713194}"
10031,2,2023-03-02,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
10031,2,2023-03-02,ENQUIRY,"{""product"": ""PL""}"
10031,3,2023-04-01,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.6984720810856426}"
10031,3,2023-04-01,ENQUIRY,"{""product"": ""CC""}"
10031,4,2023-05-01,ENQUIRY,"{""product"": ""HL""}"
10031,5,2023-05-31,ENQUIRY,"{""product"": ""PL""}"
10031,5,2023-05-31,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1548505426460503}"
10031,6,2023-06-30,ENQUIRY,"{""product"": ""CC""}"
10031,8,2023-08-29,ENQUIRY,"{""product"": ""CC""}"
10031,9,2023-09-28,ENQUIRY,"{""product"": ""HL""}"
10031,10,2023-10-28,ENQUIRY,"{""product"": ""PL""}"
10031,11,2023-11-27,ENQUIRY,"{""product"": ""CC""}"
10031,16,2024-04-25,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.6896297155518136}"
10031,16,2024-04-25,ENQUIRY,"{""product"": ""CC""}"
10031,16,2024-04-25,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.05638215400703482}"
10031,17,2024-05-25,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
10031,19,2024-07-24,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6090201198479201}"
10031,19,2024-07-24,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.16521804153411324}"
10031,20,2024-08-23,ENQUIRY,"{""product"": ""PL""}"
10031,21,2024-09-22,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.1980838198756854}"
10284,2,2023-03-02,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7771410814645486}"
10284,4,2023-05-01,MISC_CLEAR,{}
10284,5,2023-05-31,ENQUIRY,"{""product"": ""CC""}"
10284,6,2023-06-30,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.3751094405193912}"
10284,7,2023-07-30,ENQUIRY,"{""product"": ""PL""}"
10284,7,2023-07-30,MISC_CLEAR,{}
10284,9,2023-09-28,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.7723027846582058}"
10284,9,2023-09-28,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.08934081454214451}"
10284,11,2023-11-27,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.8270040552987976}"
10284,12,2023-12-27,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.12681857426216964}"
10284,13,2024-01-26,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.10216258248470518}"
10284,14,2024-02-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.4430620177584283}"
10284,15,2024-03-26,MISC_CLEAR,{}
10284,16,2024-04-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6163792947703748}"
10284,16,2024-04-25,ENQUIRY,"{""product"": ""CC""}"
10284,16,2024-04-25,NEW_ACCOUNT,"{""product"": ""PL""}"
10284,17,2024-05-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.8157699682034343}"
10284,17,2024-05-25,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.1105536447613896}"
10284,18,2024-06-24,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.3967155380116416}"
10284,18,2024-06-24,ENQUIRY,"{""product"": ""GL""}"
10284,19,2024-07-24,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.8339263424261387}"
10284,21,2024-09-22,ENQUIRY,"{""product"": ""PL""}"
10284,21,2024-09-22,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.13094083295249398}"
10356,0,2023-01-01,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
10356,3,2023-04-01,ENQUIRY,"{""product"": ""PL""}"
10356,6,2023-06-30,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.3541008819872349}"
10356,7,2023-07-30,MISC_CLEAR,{}
10356,8,2023-08-29,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6987735020817798}"
10356,8,2023-08-29,NEW_ACCOUNT,"{""product"": ""CC""}"
10356,10,2023-10-28,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.5817382850721111}"
10356,11,2023-11-27,ENQUIRY,"{""product"": ""PL""}"
10356,12,2023-12-27,ENQUIRY,"{""product"": ""PL""}"
10356,12,2023-12-27,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.19567360749620172}"
10356,12,2023-12-27,MISC_CLEAR,{}
10356,13,2024-01-26,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.7036011466679546}"
10356,14,2024-02-25,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1121341847644868}"
10356,15,2024-03-26,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
10356,15,2024-03-26,MISC_CLEAR,{}
10356,16,2024-04-25,ENQUIRY,"{""product"": ""CC""}"
10356,16,2024-04-25,NEW_ACCOUNT,"{""product"": ""CC""}"
10356,16,2024-04-25,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1552413563360544}"
10356,18,2024-06-24,ENQUIRY,"{""product"": ""PL""}"
10356,20,2024-08-23,NEW_ACCOUNT,"{""product"": ""PL""}"
10356,21,2024-09-22,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
10356,21,2024-09-22,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.051090739143661794}"
10356,22,2024-10-22,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6843960591908002}"
10467,1,2023-01-31,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.35685388859492445}"
10467,1,2023-01-31,ENQUIRY,"{""product"": ""HL""}"
10467,2,2023-03-02,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.9091190596288619}"
10467,3,2023-04-01,ENQUIRY,"{""product"": ""PL""}"
10467,3,2023-04-01,NEW_ACCOUNT,"{""product"": ""CC""}"
10467,4,2023-05-01,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.9717699636861235}"
10467,4,2023-05-01,ENQUIRY,"{""product"": ""CC""}"
10467,4,2023-05-01,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.18310303811173895}"
10467,5,2023-05-31,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7300756900600482}"
10467,7,2023-07-30,NEW_ACCOUNT,"{""product"": ""CC""}"
10467,8,2023-08-29,ENQUIRY,"{""product"": ""PL""}"
10467,9,2023-09-28,ENQUIRY,"{""product"": ""HL""}"
10467,12,2023-12-27,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.9222197699931856}"
10467,14,2024-02-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.5053098582102141}"
10467,14,2024-02-25,ENQUIRY,"{""product"": ""PL""}"
10467,15,2024-03-26,ENQUIRY,"{""product"": ""CC""}"
10467,18,2024-06-24,ENQUIRY,"{""product"": ""CC""}"
10467,20,2024-08-23,ENQUIRY,"{""product"": ""HL""}"
10467,21,2024-09-22,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
11122,0,2023-01-01,ENQUIRY,"{""product"": ""CC""}"
11122,0,2023-01-01,MISC_CLEAR,{}
11122,1,2023-01-31,ENQUIRY,"{""product"": ""CC""}"
11122,2,2023-03-02,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.19239089278170418}"
11122,3,2023-04-01,ENQUIRY,"{""product"": ""PL""}"
11122,3,2023-04-01,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.1680833063987371}"
11122,4,2023-05-01,MISC_CLEAR,{}
11122,5,2023-05-31,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.5727152827002175}"
11122,6,2023-06-30,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.39546394343284064}"
11122,8,2023-08-29,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.08062912940957166}"
11122,9,2023-09-28,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.5808741434586934}"
11122,9,2023-09-28,ENQUIRY,"{""product"": ""PL""}"
11122,11,2023-11-27,MISC_CLEAR,{}
11122,12,2023-12-27,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.5205521593271807}"
11122,12,2023-12-27,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1026403786951749}"
11122,13,2024-01-26,ENQUIRY,"{""product"": ""CC""}"
11122,13,2024-01-26,MISC_CLEAR,{}
11122,14,2024-02-25,ENQUIRY,"{""product"": ""CC""}"
11122,15,2024-03-26,ENQUIRY,"{""product"": ""PL""}"
11122,16,2024-04-25,ENQUIRY,"{""product"": ""HL""}"
11122,19,2024-07-24,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.12431431842223764}"
11122,20,2024-08-23,ENQUIRY,"{""product"": ""HL""}"
11122,21,2024-09-22,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.854029343878945}"
11122,21,2024-09-22,ENQUIRY,"{""product"": ""CC""}"
11122,22,2024-10-22,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.4396310969289092}"
11122,22,2024-10-22,ENQUIRY,"{""product"": ""CC""}"
11142,0,2023-01-01,ENQUIRY,"{""product"": ""CC""}"
11142,0,2023-01-01,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.05276991523260438}"
11142,1,2023-01-31,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.5962150351963599}"
11142,2,2023-03-02,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.6235527242528542}"
11142,3,2023-04-01,LIMIT_CHANGE,"{""product"": ""CC"", ""delta"": 0.044819151503835045}"
11142,4,2023-05-01,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.4518779395537816}"
11142,4,2023-05-01,ENQUIRY,"{""product"": ""HL""}"
11142,4,2023-05-01,SPEND,"{""product"": ""CC"", ""intensity"": ""low""}"
11142,4,2023-05-01,MISC_CLEAR,{}
11142,5,2023-05-31,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6840210121012046}"
11142,6,2023-06-30,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7198086491910307}"
11142,7,2023-07-30,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.6951491947932131}"
11142,7,2023-07-30,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.08548600913208743}"
11142,8,2023-08-29,SPEND,"{""product"": ""CC"", ""intensity"": ""high""}"
11142,8,2023-08-29,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.10581546485970036}"
11142,9,2023-09-28,SPEND,"{""product"": ""CC"", ""intensity"": ""low""}"
11142,10,2023-10-28,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.7442431820609833}"
11142,10,2023-10-28,ENQUIRY,"{""product"": ""HL""}"
11142,10,2023-10-28,LIMIT_CHANGE,"{""product"": ""CC"", ""delta"": 0.2296146754004412}"
11142,11,2023-11-27,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.06964188908038936}"
11142,12,2023-12-27,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.9464377842385912}"
11142,12,2023-12-27,MISC_CLEAR,{}
11142,15,2024-03-26,SPEND,"{""product"": ""CC"", ""intensity"": ""low""}"
11142,16,2024-04-25,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.8594248014767065}"
11142,16,2024-04-25,SPEND,"{""product"": ""CC"", ""intensity"": ""med""}"
11142,17,2024-05-25,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.493806715164081}"
11142,17,2024-05-25,SPEND,"{""product"": ""PL"", ""intensity"": ""med""}"
11142,18,2024-06-24,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7539633142580411}"
11142,18,2024-06-24,ENQUIRY,"{""product"": ""HL""}"
11142,19,2024-07-24,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.8726278497431095}"
11142,19,2024-07-24,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.1287621912549459}"
11142,20,2024-08-23,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.9489152813572779}"
11142,20,2024-08-23,ENQUIRY,"{""product"": ""PL""}"
11142,21,2024-09-22,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6913911395768482}"
11142,22,2024-10-22,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.605503592016156}"
11142,22,2024-10-22,ENQUIRY,"{""product"": ""CC""}"
12046,0,2023-01-01,ENQUIRY,"{""product"": ""PL""}"
12046,0,2023-01-01,MISC_CLEAR,{}
12046,1,2023-01-31,ENQUIRY,"{""product"": ""PL""}"
12046,2,2023-03-02,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
12046,2,2023-03-02,MISC_CLEAR,{}
12046,3,2023-04-01,ENQUIRY,"{""product"": ""PL""}"
12046,5,2023-05-31,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.10903213998609682}"
12046,6,2023-06-30,ENQUIRY,"{""product"": ""HL""}"
12046,6,2023-06-30,NEW_ACCOUNT,"{""product"": ""CC""}"
12046,7,2023-07-30,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.8333172576344661}"
12046,8,2023-08-29,MISC_CLEAR,{}
12046,9,2023-09-28,ENQUIRY,"{""product"": ""CC""}"
12046,9,2023-09-28,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1523438285634447}"
12046,10,2023-10-28,ENQUIRY,"{""product"": ""CC""}"
12046,11,2023-11-27,ENQUIRY,"{""product"": ""CC""}"
12046,13,2024-01-26,ENQUIRY,"{""product"": ""CC""}"
12046,14,2024-02-25,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.7930395914887014}"
12046,14,2024-02-25,NEW_ACCOUNT,"{""product"": ""CC""}"
12046,16,2024-04-25,ENQUIRY,"{""product"": ""PL""}"
12046,16,2024-04-25,MISC_CLEAR,{}
12046,17,2024-05-25,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.8804313342667784}"
12046,18,2024-06-24,ENQUIRY,"{""product"": ""PL""}"
12046,20,2024-08-23,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.533146794577228}"
12046,21,2024-09-22,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
12046,21,2024-09-22,ENQUIRY,"{""product"": ""CC""}"
12046,21,2024-09-22,MISC_CLEAR,{}
12337,0,2023-01-01,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6122901532604106}"
12337,0,2023-01-01,ENQUIRY,"{""product"": ""GL""}"
12337,1,2023-01-31,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.42339669937075164}"
12337,1,2023-01-31,ENQUIRY,"{""product"": ""CC""}"
12337,2,2023-03-02,ENQUIRY,"{""product"": ""HL""}"
12337,2,2023-03-02,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.14044925822865112}"
12337,3,2023-04-01,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.35408265645373743}"
12337,4,2023-05-01,ENQUIRY,"{""product"": ""PL""}"
12337,5,2023-05-31,ENQUIRY,"{""product"": ""CC""}"
12337,5,2023-05-31,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.06562552612047806}"
12337,6,2023-06-30,ENQUIRY,"{""product"": ""PL""}"
12337,7,2023-07-30,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.3155560955615473}"
12337,8,2023-08-29,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.5306077534862633}"
12337,8,2023-08-29,ENQUIRY,"{""product"": ""HL""}"
12337,9,2023-09-28,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.959606435188856}"
12337,9,2023-09-28,ENQUIRY,"{""product"": ""HL""}"
12337,10,2023-10-28,NEW_ACCOUNT,"{""product"": ""CC""}"
12337,10,2023-10-28,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.10909966599843872}"
12337,11,2023-11-27,ENQUIRY,"{""product"": ""CC""}"
12337,12,2023-12-27,ENQUIRY,"{""product"": ""PL""}"
12337,13,2024-01-26,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.5717013750685713}"
12337,14,2024-02-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.9915563030548615}"
12337,15,2024-03-26,ENQUIRY,"{""product"": ""PL""}"
12337,16,2024-04-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7821930402980394}"
12337,16,2024-04-25,ENQUIRY,"{""product"": ""PL""}"
12337,19,2024-07-24,ENQUIRY,"{""product"": ""CC""}"
12337,21,2024-09-22,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
12541,0,2023-01-01,ENQUIRY,"{""product"": ""GL""}"
12541,1,2023-01-31,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.8649326017803185}"
12541,1,2023-01-31,ENQUIRY,"{""product"": ""CC""}"
12541,2,2023-03-02,ENQUIRY,"{""product"": ""CC""}"
12541,2,2023-03-02,NEW_ACCOUNT,"{""product"": ""CC""}"
12541,3,2023-04-01,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.6830581810593133}"
12541,3,2023-04-01,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.18507155396466274}"
12541,4,2023-05-01,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.05035118927229156}"
12541,5,2023-05-31,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.5135588565286836}"
12541,6,2023-06-30,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.3705536802679725}"
12541,9,2023-09-28,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.05982569177300252}"
12541,10,2023-10-28,ENQUIRY,"{""product"": ""HL""}"
12541,11,2023-11-27,ENQUIRY,"{""product"": ""PL""}"
12541,12,2023-12-27,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.06955995319156116}"
12541,13,2024-01-26,MISC_CLEAR,{}
12541,15,2024-03-26,MISC_CLEAR,{}
12541,19,2024-07-24,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
12541,20,2024-08-23,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.30377518543307913}"
12541,20,2024-08-23,MISC_CLEAR,{}
12541,21,2024-09-22,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.5683649325575548}"
12541,21,2024-09-22,ENQUIRY,"{""product"": ""HL""}"
12578,0,2023-01-01,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.4513516810190194}"
12578,1,2023-01-31,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.5781714530568519}"
12578,1,2023-01-31,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1984213498185028}"
12578,1,2023-01-31,MISC_CLEAR,{}
12578,2,2023-03-02,ENQUIRY,"{""product"": ""CC""}"
12578,2,2023-03-02,NEW_ACCOUNT,"{""product"": ""CC""}"
12578,2,2023-03-02,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.09742775672027498}"
12578,4,2023-05-01,MISC_CLEAR,{}
12578,5,2023-05-31,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.809550268342236}"
12578,5,2023-05-31,NEW_ACCOUNT,"{""product"": ""CC""}"
12578,5,2023-05-31,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.12485442889439562}"
12578,6,2023-06-30,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.10561594735069015}"
12578,6,2023-06-30,MISC_CLEAR,{}
12578,7,2023-07-30,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.8306775722919995}"
12578,8,2023-08-29,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.8730010718154753}"
12578,8,2023-08-29,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1397911125183261}"
12578,9,2023-09-28,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.07433599407632885}"
12578,10,2023-10-28,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.9757188642552495}"
12578,12,2023-12-27,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.4896724288153095}"
12578,13,2024-01-26,MISC_CLEAR,{}
12578,14,2024-02-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7744528085521075}"
12578,14,2024-02-25,ENQUIRY,"{""product"": ""CC""}"
12578,14,2024-02-25,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.09998939158255982}"
12578,16,2024-04-25,ENQUIRY,"{""product"": ""CC""}"
12578,17,2024-05-25,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.12953339959705035}"
12578,17,2024-05-25,MISC_CLEAR,{}
12578,18,2024-06-24,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.3879935066004}"
12578,18,2024-06-24,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.0671476187467402}"
12578,19,2024-07-24,ENQUIRY,"{""product"": ""PL""}"
12578,20,2024-08-23,ENQUIRY,"{""product"": ""HL""}"
12578,22,2024-10-22,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1519410218089735}"
12671,0,2023-01-01,ENQUIRY,"{""product"": ""CC""}"
12671,0,2023-01-01,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.18463131130040344}"
12671,1,2023-01-31,ENQUIRY,"{""product"": ""PL""}"
12671,2,2023-03-02,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.1907645865747737}"
12671,3,2023-04-01,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.46003912034884464}"
12671,5,2023-05-31,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.30712481279680215}"
12671,6,2023-06-30,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
12671,7,2023-07-30,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.4980540991495662}"
12671,9,2023-09-28,ENQUIRY,"{""product"": ""CC""}"
12671,9,2023-09-28,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.11527190343387242}"
12671,10,2023-10-28,ENQUIRY,"{""product"": ""CC""}"
12671,11,2023-11-27,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
12671,11,2023-11-27,ENQUIRY,"{""product"": ""HL""}"
12671,11,2023-11-27,NEW_ACCOUNT,"{""product"": ""CC""}"
12671,12,2023-12-27,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7525327095517056}"
12671,13,2024-01-26,ENQUIRY,"{""product"": ""PL""}"
12671,15,2024-03-26,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
12671,15,2024-03-26,ENQUIRY,"{""product"": ""CC""}"
12671,15,2024-03-26,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.08372109878386945}"
12671,17,2024-05-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.858411545960289}"
12671,17,2024-05-25,ENQUIRY,"{""product"": ""GL""}"
12671,18,2024-06-24,ENQUIRY,"{""product"": ""PL""}"
12671,18,2024-06-24,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1683635847730277}"
12671,20,2024-08-23,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.3000491608470708}"
12671,20,2024-08-23,MISC_CLEAR,{}
12671,22,2024-10-22,NEW_ACCOUNT,"{""product"": ""CC""}"
12671,22,2024-10-22,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.18935017956372602}"
13243,0,2023-01-01,ENQUIRY,"{""product"": ""PL""}"
