borrower_id,t,timestamp,R_DEBT_INCOME,INCOME,CREDIT_SCORE,UTILIZATION_OVERALL,DPD_MAX_12M,INQUIRIES_30D,N_OPEN_TRADES,R_EXPENDITURE_INCOME,CAT_MORTGAGE,CAT_CREDIT_CARD,TOTAL_LIMIT,TOTAL_BALANCE,TOTAL_PRINCIPAL,DEFAULT_FLAG
C4RLIQ9D68,5,2023-05-31,0.6164,86208.78,605.0,0.5645,90,0,2,0.2333,1,0,94131.66,53140.78,0.0,False
C4RLIQ9D68,6,2023-06-30,0.5333,86663.71,609.0,0.491,90,0,2,0.2268,1,0,94131.66,46219.56,0.0,False
C4RLIQ9D68,7,2023-07-30,0.5888,86747.32,597.0,0.5426,90,0,2,0.2118,1,0,94131.66,51078.79,0.0,False
C4RLIQ9D68,8,2023-08-29,0.5863,86870.75,593.0,0.5411,90,0,2,0.2897,1,0,94131.66,50934.04,0.0,False
C4RLIQ9D68,9,2023-09-28,0.5493,88022.38,581.0,0.5137,90,0,2,0.1974,1,0,94131.66,48351.74,0.0,False
C4RLIQ9D68,10,2023-10-28,0.6487,88934.5,569.0,0.6129,90,0,2,0.1798,1,0,94131.66,57694.95,0.0,False
C4RLIQ9D68,11,2023-11-27,0.5654,88201.38,565.0,0.5298,90,0,2,0.1936,1,0,94131.66,49866.62,0.0,False
C4RLIQ9D68,12,2023-12-27,0.3859,87713.94,569.0,0.3596,90,0,2,0.2177,1,0,94131.66,33851.76,0.0,False
C4RLIQ9D68,13,2024-01-26,0.4333,87039.22,565.0,0.4007,90,0,2,0.2058,1,0,94131.66,37718.08,0.0,False
C4RLIQ9D68,14,2024-02-25,0.4734,87336.92,561.0,0.4392,90,0,2,0.1777,1,0,94131.66,41344.95,0.0,False
C4RLIQ9D68,15,2024-03-26,0.4776,88294.07,557.0,0.448,90,0,2,0.2365,1,0,94131.66,42172.39,0.0,False
C4RLIQ9D68,16,2024-04-25,0.4831,88662.39,553.0,0.455,90,0,2,0.1999,1,0,94131.66,42831.58,0.0,False
C4RLIQ9D68,17,2024-05-25,0.4577,90501.97,557.0,0.4401,90,0,2,0.2793,1,0,94131.66,41427.04,0.0,False
C4RLIQ9D68,18,2024-06-24,0.4744,91078.54,553.0,0.459,90,0,2,0.2309,1,0,94131.66,43205.73,0.0,False
C4RLIQ9D68,19,2024-07-24,0.5041,92267.11,541.0,0.4941,90,0,2,0.2003,1,0,94131.66,46512.15,0.0,False
C4RLIQ9D68,20,2024-08-23,0.5034,93893.0,537.0,0.5021,90,0,2,0.1683,1,0,94131.66,47265.1,0.0,False
C4RLIQ9D68,21,2024-09-22,0.4529,94112.39,533.0,0.4528,90,0,2,0.2011,1,0,94131.66,42621.85,0.0,False
C4RLIQ9D68,22,2024-10-22,0.5347,93989.56,529.0,0.5339,90,0,2,0.1982,1,0,94131.66,50252.62,0.0,False
C4RLIQ9D68,23,2024-11-21,0.4387,95746.35,525.0,0.4462,90,0,2,0.2363,1,0,94131.66,42000.87,0.0,False
C4S93WITPG,0,2023-01-01,0.0,12934.17,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,1,2023-01-31,0.0,13051.17,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,2,2023-03-02,0.0,12935.96,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,3,2023-04-01,0.0,12880.15,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,4,2023-05-01,0.0,12854.77,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,5,2023-05-31,0.0,12676.6,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,6,2023-06-30,0.0,12663.82,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,7,2023-07-30,0.0,13947.26,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,8,2023-08-29,0.0,13943.68,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,9,2023-09-28,0.0,13961.27,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,10,2023-10-28,0.0,14006.04,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,11,2023-11-27,0.0,13989.85,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,12,2023-12-27,0.0,14251.52,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,13,2024-01-26,0.0,14171.33,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,14,2024-02-25,0.0,14182.47,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,15,2024-03-26,0.0,13971.68,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,16,2024-04-25,0.0,13795.78,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,17,2024-05-25,0.0,13559.15,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,18,2024-06-24,0.0,13537.38,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,19,2024-07-24,0.0,13586.64,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,20,2024-08-23,0.0,13603.05,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,21,2024-09-22,0.0,13655.39,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,22,2024-10-22,0.0,13639.63,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4S93WITPG,23,2024-11-21,0.0,13823.16,389.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4SCZ0AXF3,0,2023-01-01,0.3063,25363.83,633.0,0.3279,0,0,2,0.1869,0,0,23694.95,7770.06,0.0,False
C4SCZ0AXF3,1,2023-01-31,0.3648,25132.83,629.0,0.3869,30,0,2,0.1591,0,0,23694.95,9167.85,0.0,False
C4SCZ0AXF3,2,2023-03-02,0.4811,28010.07,625.0,0.5687,30,0,2,0.3324,0,0,23694.95,13474.57,0.0,False
C4SCZ0AXF3,3,2023-04-01,0.4586,28030.91,629.0,0.5425,30,0,2,0.1893,0,0,23694.95,12855.16,0.0,False
C4SCZ0AXF3,4,2023-05-01,0.4471,29189.92,625.0,0.5508,30,0,2,0.1573,0,0,23694.95,13050.85,0.0,False
C4SCZ0AXF3,5,2023-05-31,0.3487,29561.07,621.0,0.4351,30,0,2,0.2365,0,0,23694.95,10308.5,0.0,False
C4SCZ0AXF3,6,2023-06-30,0.4778,29559.66,625.0,0.5961,30,0,2,0.3668,0,0,23694.95,14124.65,0.0,False
C4SCZ0AXF3,7,2023-07-30,0.4414,29756.27,629.0,0.5543,30,0,2,0.3599,0,0,23694.95,13134.76,0.0,False
C4SCZ0AXF3,8,2023-08-29,0.4718,30135.2,625.0,0.5765,30,0,2,0.2239,0,0,24663.81,14217.9,0.0,False
C4SCZ0AXF3,9,2023-09-28,0.4759,30181.24,620.0,0.5824,30,1,2,0.2893,0,0,24663.81,14363.03,0.0,False
C4SCZ0AXF3,10,2023-10-28,0.3921,29790.21,624.0,0.4736,30,1,2,0.2573,0,0,24663.81,11681.61,0.0,False
C4SCZ0AXF3,11,2023-11-27,0.3493,29952.84,620.0,0.413,60,0,2,0.2152,0,0,25334.78,10463.32,0.0,False
C4SCZ0AXF3,12,2023-12-27,0.4594,30041.59,608.0,0.5342,90,0,2,0.2433,0,0,25834.78,13799.88,0.0,False
C4SCZ0AXF3,13,2024-01-26,0.5335,30177.88,596.0,0.6232,90,0,2,0.2373,0,0,25834.78,16099.47,0.0,False
C4SCZ0AXF3,14,2024-02-25,0.4577,30136.95,592.0,0.5339,90,0,2,0.1074,0,0,25834.78,13794.16,0.0,False
C4SCZ0AXF3,15,2024-03-26,0.4591,29957.66,588.0,0.5324,90,0,2,0.162,0,0,25834.78,13753.83,0.0,False
C4SCZ0AXF3,16,2024-04-25,0.4828,29993.89,584.0,0.5606,90,0,2,0.296,0,0,25834.78,14482.29,0.0,False
C4SCZ0AXF3,17,2024-05-25,0.6044,30178.14,572.0,0.7061,90,0,2,0.1993,0,0,25834.78,18241.12,0.0,False
C4SCZ0AXF3,18,2024-06-24,0.6713,29851.13,560.0,0.7756,90,0,2,0.1899,0,0,25834.78,20037.98,0.0,False
C4SCZ0AXF3,19,2024-07-24,0.6698,30138.73,548.0,0.7814,90,0,2,0.3303,0,0,25834.78,20187.5,0.0,True
C4SCZ0AXF3,20,2024-08-23,0.7679,29595.08,536.0,0.8797,90,0,2,0.3707,0,0,25834.78,22726.6,0.0,True
C4SCZ0AXF3,21,2024-09-22,0.5607,29361.79,532.0,0.6372,90,0,2,0.165,0,0,25834.78,16462.8,0.0,True
C4SCZ0AXF3,22,2024-10-22,0.7111,28940.9,528.0,0.7965,90,0,2,0.4817,0,0,25834.78,20578.56,0.0,True
C4SCZ0AXF3,23,2024-11-21,0.6667,28616.75,524.0,0.7173,90,0,2,0.3159,0,0,26597.62,19078.92,0.0,True
C4W41JNE9C,0,2023-01-01,0.0,2846.63,570.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C4W41JNE9C,1,2023-01-31,0.3563,2889.5,563.0,0.1287,30,0,1,0.0581,0,0,8000.0,1029.54,0.0,False
C4W41JNE9C,2,2023-03-02,0.3443,2859.3,557.0,0.1117,60,0,1,0.1028,0,0,8813.34,984.32,0.0,False
C4W41JNE9C,3,2023-04-01,0.2941,3040.0,551.0,0.0913,90,0,1,0.0604,0,0,9788.81,894.0,0.0,False
C4W41JNE9C,4,2023-05-01,0.3739,3004.24,545.0,0.1148,90,0,1,0.1209,0,0,9788.81,1123.34,0.0,False
C4W41JNE9C,5,2023-05-31,0.3945,3346.23,539.0,0.1349,90,0,1,0.077,0,0,9788.81,1320.06,0.0,False
C4W41JNE9C,6,2023-06-30,0.4272,3346.32,533.0,0.146,90,0,1,0.193,0,0,9788.81,1429.4,0.0,False
C4W41JNE9C,7,2023-07-30,0.3163,3330.8,527.0,0.1076,90,0,1,0.021,0,0,9788.81,1053.6,0.0,False
C4W41JNE9C,8,2023-08-29,0.2878,3338.91,521.0,0.0982,90,0,1,0.0312,0,0,9788.81,960.96,0.0,False
C4W41JNE9C,9,2023-09-28,0.3076,3315.52,515.0,0.1042,90,0,1,0.1242,0,0,9788.81,1019.71,0.0,False
C4W41JNE9C,10,2023-10-28,0.2942,3326.16,509.0,0.1,90,0,1,0.1247,0,0,9788.81,978.7,0.0,False
C4W41JNE9C,11,2023-11-27,0.3301,3350.32,503.0,0.113,90,0,1,0.0564,0,0,9788.81,1106.02,0.0,False
C4W41JNE9C,12,2023-12-27,0.3352,3383.05,497.0,0.1159,90,0,1,0.102,0,0,9788.81,1134.11,0.0,False
C4W41JNE9C,13,2024-01-26,0.4185,3433.67,491.0,0.1468,90,0,1,0.165,0,0,9788.81,1436.82,0.0,False
C4W41JNE9C,14,2024-02-25,0.4024,3401.68,485.0,0.1398,90,0,1,0.128,0,0,9788.81,1368.83,0.0,False
C4W41JNE9C,15,2024-03-26,0.3654,3375.69,479.0,0.126,90,0,1,0.039,0,0,9788.81,1233.33,0.0,False
C4W41JNE9C,16,2024-04-25,0.4765,3343.58,473.0,0.1628,90,0,1,0.2636,0,0,9788.81,1593.28,0.0,False
C4W41JNE9C,17,2024-05-25,0.5946,3316.5,467.0,0.2015,90,0,1,0.1875,0,0,9788.81,1972.1,0.0,False
C4W41JNE9C,18,2024-06-24,0.6287,3326.5,461.0,0.2033,90,0,1,0.2291,0,0,10288.81,2091.39,0.0,False
C4W41JNE9C,19,2024-07-24,0.5835,3388.74,455.0,0.1922,90,0,1,0.1142,0,0,10288.81,1977.27,0.0,False
C4W41JNE9C,20,2024-08-23,0.3814,3404.08,449.0,0.1262,90,0,1,0.085,0,0,10288.81,1298.18,0.0,False
C4W41JNE9C,21,2024-09-22,0.4791,3434.18,442.0,0.1599,90,1,1,0.15,0,0,10288.81,1645.48,0.0,False
C4W41JNE9C,22,2024-10-22,0.461,3375.66,436.0,0.1512,90,0,1,0.0845,0,0,10288.81,1556.17,0.0,False
C4W41JNE9C,23,2024-11-21,0.4443,3355.58,430.0,0.1449,90,0,1,0.134,0,0,10288.81,1490.78,0.0,False
C4WE469WG0,0,2023-01-01,0.1172,28352.35,652.0,0.1874,0,0,1,0.0826,0,0,17727.19,3321.76,0.0,False
C4WE469WG0,1,2023-01-31,0.1919,28485.93,646.0,0.3084,30,0,1,0.1467,0,0,17727.19,5467.74,0.0,False
C4WE469WG0,2,2023-03-02,0.0805,28390.87,648.0,0.129,30,0,1,0.0182,0,0,17727.19,2286.69,0.0,False
C4WE469WG0,3,2023-04-01,0.1603,28455.62,650.0,0.2572,30,0,1,0.1384,0,0,17727.19,4560.15,0.0,False
C4WE469WG0,4,2023-05-01,0.1652,28273.38,652.0,0.2635,30,0,1,0.1171,0,0,17727.19,4671.81,0.0,False
C4WE469WG0,5,2023-05-31,0.1613,28624.15,654.0,0.2605,30,0,1,0.0715,0,0,17727.19,4617.46,0.0,False
C4WE469WG0,6,2023-06-30,0.1371,28912.13,656.0,0.2236,30,0,1,0.0925,0,0,17727.19,3963.17,0.0,False
C4WE469WG0,7,2023-07-30,0.1029,29167.09,658.0,0.1694,30,0,1,0.0929,0,0,17727.19,3002.67,0.0,False
C4WE469WG0,8,2023-08-29,0.186,28983.92,652.0,0.3041,30,0,1,0.0824,0,0,17727.19,5390.84,0.0,False
C4WE469WG0,9,2023-09-28,0.1372,28926.07,654.0,0.2239,30,0,1,0.0407,0,0,17727.19,3968.87,0.0,False
C4WE469WG0,10,2023-10-28,0.1021,29263.01,656.0,0.1686,30,0,1,0.0641,0,0,17727.19,2988.93,0.0,False
C4WE469WG0,11,2023-11-27,0.1125,29078.63,658.0,0.1846,30,0,1,0.0934,0,0,17727.19,3271.88,0.0,False
C4WE469WG0,12,2023-12-27,0.079,31784.34,660.0,0.1416,30,0,1,0.0388,0,0,17727.19,2510.53,0.0,False
C4WE469WG0,13,2024-01-26,0.1449,31911.37,654.0,0.2609,30,0,1,0.0961,0,0,17727.19,4625.52,0.0,False
C4WE469WG0,14,2024-02-25,0.1182,32398.68,656.0,0.1952,30,0,1,0.036,0,0,19621.34,3829.12,0.0,False
C4WE469WG0,15,2024-03-26,0.1244,32592.52,650.0,0.2066,60,0,1,0.0301,0,0,19621.34,4053.73,0.0,False
C4WE469WG0,16,2024-04-25,0.1926,31830.64,644.0,0.3124,90,0,1,0.1553,0,0,19621.34,6130.09,0.0,False
C4WE469WG0,17,2024-05-25,0.2598,31488.4,638.0,0.4169,90,0,1,0.1034,0,0,19621.34,8180.76,0.0,False
C4WE469WG0,18,2024-06-24,0.2952,31469.57,640.0,0.4735,90,0,1,0.0906,0,0,19621.34,9289.77,0.0,False
C4WE469WG0,19,2024-07-24,0.3923,31259.27,634.0,0.625,90,0,1,0.1694,0,0,19621.34,12263.58,0.0,False
C4WE469WG0,20,2024-08-23,0.3388,31056.71,636.0,0.5363,90,0,1,0.1788,0,0,19621.34,10523.06,0.0,False
C4WE469WG0,21,2024-09-22,0.3213,31236.78,638.0,0.5116,90,0,1,0.1233,0,0,19621.34,10037.66,0.0,False
C4WE469WG0,22,2024-10-22,0.2952,31450.68,632.0,0.4732,90,0,1,0.0144,0,0,19621.34,9285.39,0.0,False
C4WE469WG0,23,2024-11-21,0.232,31337.3,634.0,0.3706,90,0,1,0.1178,0,0,19621.34,7270.83,0.0,False
C4XMSGPM3M,0,2023-01-01,1.3995,56190.25,543.0,0.1325,30,0,2,0.0165,0,0,10000.0,1325.33,77312.42,False
C4XMSGPM3M,1,2023-01-31,1.4112,56085.09,547.0,0.4442,30,0,2,0.0761,0,0,10000.0,4442.45,74704.28,False
C4XMSGPM3M,2,2023-03-02,1.4085,56208.44,551.0,0.71,30,0,2,0.0985,0,0,10000.0,7099.79,72068.18,False
C4XMSGPM3M,3,2023-04-01,1.3224,55831.57,555.0,0.4427,30,0,2,0.1165,0,0,10000.0,4427.04,69403.84,False
C4XMSGPM3M,4,2023-05-01,1.3478,56803.64,543.0,0.7727,30,0,2,0.0968,0,0,10000.0,7726.54,68831.83,False
C4XMSGPM3M,5,2023-05-31,1.2718,56699.48,539.0,0.4046,60,0,2,0.13,0,0,10000.0,4046.12,68066.52,False
C4XMSGPM3M,6,2023-06-30,1.2746,57029.05,535.0,0.7328,60,0,2,0.0949,0,0,10000.0,7327.83,65359.3,False
C4XMSGPM3M,7,2023-07-30,1.2653,57400.37,523.0,0.7637,90,0,2,0.0847,0,0,10000.0,7637.12,64994.18,False
C4XMSGPM3M,8,2023-08-29,1.1291,62103.27,519.0,0.7864,90,0,2,0.1157,0,0,10000.0,7863.91,62254.04,False
C4XMSGPM3M,9,2023-09-28,1.0421,62786.22,523.0,0.5945,90,0,2,0.0653,0,0,10000.0,5945.08,59484.53,False
C4XMSGPM3M,10,2023-10-28,1.0274,63930.09,519.0,0.8996,90,0,2,0.0992,0,0,10000.0,8996.37,56685.35,False
C4XMSGPM3M,11,2023-11-27,0.9543,63818.65,523.0,0.7043,90,0,2,0.1376,0,0,10000.0,7043.23,53856.18,False
C4XMSGPM3M,12,2023-12-27,0.8755,63950.84,527.0,0.499,90,0,2,0.1152,0,0,10000.0,4989.79,50996.69,False
C4XMSGPM3M,13,2024-01-26,0.9023,64226.12,515.0,0.7322,90,0,2,0.0684,0,0,10000.0,7322.16,50632.01,False
C4XMSGPM3M,14,2024-02-25,0.7932,65328.51,519.0,0.4084,90,0,2,0.0599,0,0,10000.0,4083.66,47737.98,False
C4XMSGPM3M,15,2024-03-26,0.7536,65101.92,515.0,0.4248,90,0,2,0.0185,0,0,10000.0,4248.32,44812.93,False
C4XMSGPM3M,16,2024-04-25,0.7565,65848.05,511.0,0.7956,90,0,2,0.1252,0,0,10000.0,7956.27,41856.54,False
C4XMSGPM3M,17,2024-05-25,0.6663,66217.77,507.0,0.2806,90,0,2,0.0983,0,0,10000.0,2805.7,41314.12,False
C4XMSGPM3M,18,2024-06-24,0.7016,62424.28,503.0,0.5478,90,0,2,0.092,0,0,10000.0,5478.42,38320.24,False
C4XMSGPM3M,19,2024-07-24,0.6648,62326.67,507.0,0.6139,90,0,2,0.0843,0,0,10000.0,6138.5,35294.28,False
C4XMSGPM3M,20,2024-08-23,0.5732,61949.77,511.0,0.3276,90,0,2,0.1155,0,0,10000.0,3275.67,32235.89,False
C4XMSGPM3M,21,2024-09-22,0.5814,62492.41,515.0,0.719,90,0,2,0.0918,0,0,10000.0,7190.18,29144.73,False
C4XMSGPM3M,22,2024-10-22,0.55,62706.54,511.0,0.8471,90,0,2,0.0385,0,0,10000.0,8470.76,26020.45,False
C4XMSGPM3M,23,2024-11-21,0.4988,62434.27,507.0,0.8282,90,0,2,0.0736,0,0,10000.0,8281.83,22862.69,False
C4Y2Z0N6F4,0,2023-01-01,3.87,61809.35,631.0,0.1073,0,0,2,0.0899,0,0,38568.57,4139.88,235060.13,False
C4Y2Z0N6F4,1,2023-01-31,3.671,61034.5,635.0,0.0603,0,0,2,0.008,0,0,38568.57,2324.69,221731.59,False
C4Y2Z0N6F4,2,2023-03-02,3.563,61034.55,631.0,0.2395,30,0,2,0.155,0,0,38568.57,9235.32,208232.04,False
C4Y2Z0N6F4,3,2023-04-01,3.2437,62568.31,627.0,0.2176,60,0,2,0.0925,0,0,38568.57,8394.25,194559.28,False
C4Y2Z0N6F4,4,2023-05-01,3.0073,63158.49,623.0,0.2391,90,0,2,0.0496,0,0,38568.57,9222.52,180711.09,False
C4Y2Z0N6F4,5,2023-05-31,2.8451,63210.15,627.0,0.3411,90,0,2,0.1336,0,0,38568.57,13154.62,166685.21,False
C4Y2Z0N6F4,6,2023-06-30,2.7148,62679.64,623.0,0.4585,90,0,2,0.126,0,0,38568.57,17682.8,152479.37,False
C4Y2Z0N6F4,7,2023-07-30,2.4861,62839.97,619.0,0.4702,90,0,2,0.1054,0,0,38568.57,18135.67,138091.26,False
C4Y2Z0N6F4,8,2023-08-29,2.2141,62608.8,623.0,0.3917,90,0,2,0.102,0,0,38568.57,15106.49,123518.53,False
C4Y2Z0N6F4,9,2023-09-28,1.9934,62229.28,619.0,0.3965,90,0,2,0.0918,0,0,38568.57,15291.56,108758.83,False
C4Y2Z0N6F4,10,2023-10-28,1.6424,62082.4,623.0,0.2114,90,0,2,0.0985,0,0,38568.57,8151.84,93809.75,False
C4Y2Z0N6F4,11,2023-11-27,1.564,62603.85,611.0,0.2928,90,0,2,0.1205,0,0,38568.57,11291.69,86618.18,False
C4Y2Z0N6F4,12,2023-12-27,1.4048,62783.0,607.0,0.436,90,0,2,0.1714,0,0,38568.57,16815.54,71385.02,False
C4Y2Z0N6F4,13,2024-01-26,1.0489,62412.25,611.0,0.2466,90,0,2,0.0914,0,0,38568.57,9509.9,55956.4,False
C4Y2Z0N6F4,14,2024-02-25,0.876,69937.06,599.0,0.3415,90,0,2,0.0757,0,0,38568.57,13171.42,48094.16,False
C4Y2Z0N6F4,15,2024-03-26,0.7677,68671.39,595.0,0.2977,90,0,2,0.0715,0,0,38568.57,11480.78,41238.96,False
C4Y2Z0N6F4,16,2024-04-25,0.519,68041.45,599.0,0.2564,90,0,2,0.1108,0,0,38568.57,9889.06,25423.54,False
C4Y2Z0N6F4,17,2024-05-25,0.5191,69117.63,594.0,0.3653,90,0,2,0.1225,0,0,38568.57,14090.35,21790.21,False
C4Y2Z0N6F4,18,2024-06-24,0.367,68459.3,590.0,0.2271,90,0,2,0.1007,0,0,38568.57,8757.09,16364.73,False
C4Y2Z0N6F4,19,2024-07-24,0.1829,68315.79,594.0,0.318,90,0,2,0.1121,0,0,38568.57,12263.16,230.15,False
C4Y2Z0N6F4,20,2024-08-23,0.2194,68264.99,588.0,0.3884,90,0,1,0.0843,0,0,38568.57,14978.57,0.0,False
C4Y2Z0N6F4,21,2024-09-22,0.1977,66895.39,590.0,0.3429,90,0,1,0.1169,0,0,38568.57,13225.91,0.0,False
C4Y2Z0N6F4,22,2024-10-22,0.1964,67095.26,592.0,0.3417,90,0,1,0.1742,0,0,38568.57,13177.16,0.0,False
C4Y2Z0N6F4,23,2024-11-21,0.2261,65980.49,594.0,0.3869,90,0,1,0.1284,0,0,38568.57,14921.12,0.0,False
C4ZT2VG3Q0,0,2023-01-01,0.4602,18019.11,687.0,0.2533,0,0,2,0.2227,0,0,32735.59,8291.53,0.0,False
C4ZT2VG3Q0,1,2023-01-31,0.3611,18148.61,683.0,0.2002,30,0,2,0.2282,0,0,32735.59,6552.66,0.0,False
C4ZT2VG3Q0,2,2023-03-02,0.3046,18183.18,687.0,0.1692,30,0,2,0.1947,0,0,32735.59,5538.53,0.0,False
C4ZT2VG3Q0,3,2023-04-01,0.5,18076.04,683.0,0.2761,30,0,2,0.2656,0,0,32735.59,9038.42,0.0,False
C4ZT2VG3Q0,4,2023-05-01,0.4564,18245.79,679.0,0.2544,60,0,2,0.2056,0,0,32735.59,8328.29,0.0,False
C4ZT2VG3Q0,5,2023-05-31,0.6305,18146.46,675.0,0.3495,90,0,2,0.3279,0,0,32735.59,11441.17,0.0,False
C4ZT2VG3Q0,6,2023-06-30,0.5156,18441.25,679.0,0.2905,90,0,2,0.2734,0,0,32735.59,9508.76,0.0,False
C4ZT2VG3Q0,7,2023-07-30,0.6309,18575.93,675.0,0.358,90,0,2,0.2793,0,0,32735.59,11720.16,0.0,False
C4ZT2VG3Q0,8,2023-08-29,0.4392,18579.2,679.0,0.2493,90,0,2,0.2271,0,0,32735.59,8159.66,0.0,False
C4ZT2VG3Q0,9,2023-09-28,0.3878,18751.14,683.0,0.2221,90,0,2,0.1675,0,0,32735.59,7271.7,0.0,False
C4ZT2VG3Q0,10,2023-10-28,0.3788,18678.89,687.0,0.2161,90,0,2,0.2108,0,0,32735.59,7074.8,0.0,False
C4ZT2VG3Q0,11,2023-11-27,0.3075,18980.27,691.0,0.1783,90,0,2,0.1499,0,0,32735.59,5836.36,0.0,False
C4ZT2VG3Q0,12,2023-12-27,0.2973,18991.49,695.0,0.1725,90,0,2,0.2319,0,0,32735.59,5646.39,0.0,False
C4ZT2VG3Q0,13,2024-01-26,0.3583,18896.55,691.0,0.2068,90,0,2,0.2247,0,0,32735.59,6769.83,0.0,False
C4ZT2VG3Q0,14,2024-02-25,0.4359,18722.03,687.0,0.2493,90,0,2,0.2459,0,0,32735.59,8161.4,0.0,False
C4ZT2VG3Q0,15,2024-03-26,0.5042,18527.52,683.0,0.2853,90,0,2,0.2849,0,0,32735.59,9341.1,0.0,False
C4ZT2VG3Q0,16,2024-04-25,0.3897,18724.99,687.0,0.2229,90,0,2,0.2463,0,0,32735.59,7296.35,0.0,False
C4ZT2VG3Q0,17,2024-05-25,0.3696,19092.54,683.0,0.2156,90,0,2,0.264,0,0,32735.59,7056.97,0.0,False
C4ZT2VG3Q0,18,2024-06-24,0.3831,19034.44,679.0,0.2228,90,0,2,0.1256,0,0,32735.59,7292.96,0.0,False
C4ZT2VG3Q0,19,2024-07-24,0.3845,19053.24,683.0,0.2238,90,0,2,0.2155,0,0,32735.59,7325.36,0.0,False
C4ZT2VG3Q0,20,2024-08-23,0.4211,19068.13,671.0,0.2453,90,0,2,0.1085,0,0,32735.59,8029.68,0.0,False
C4ZT2VG3Q0,21,2024-09-22,0.4217,18626.91,675.0,0.2399,90,0,2,0.2065,0,0,32735.59,7854.81,0.0,False
C4ZT2VG3Q0,22,2024-10-22,0.5015,18629.3,663.0,0.2854,90,0,2,0.196,0,0,32735.59,9343.5,0.0,True
C4ZT2VG3Q0,23,2024-11-21,0.6129,18383.57,651.0,0.3282,90,0,2,0.2327,0,0,34327.89,11268.09,0.0,True
C521B3X1NS,0,2023-01-01,14.8125,228009.62,616.0,0.423,30,0,5,0.2716,1,0,153763.05,65044.92,3312344.29,False
C521B3X1NS,1,2023-01-31,14.4141,232036.41,618.0,0.4251,60,0,5,0.2347,1,0,153763.05,65365.63,3279232.32,False
C521B3X1NS,2,2023-03-02,14.1748,235791.91,596.0,0.447,90,0,5,0.2032,1,0,153763.05,68736.5,3273560.92,False
C521B3X1NS,3,2023-04-01,13.8291,239383.34,598.0,0.4255,90,0,5,0.172,1,0,160538.21,68306.23,3242146.45,False
C521B3X1NS,4,2023-05-01,13.5949,240177.3,608.0,0.3487,90,0,5,0.2131,1,0,169636.24,59149.5,3206041.08,False
C521B3X1NS,5,2023-05-31,13.3282,244578.47,594.0,0.4223,90,0,5,0.2251,1,0,169636.24,71634.57,3188167.84,False
C521B3X1NS,6,2023-06-30,13.1323,245451.09,580.0,0.3969,90,0,5,0.1759,1,0,169636.24,67329.29,3156007.79,False
C521B3X1NS,7,2023-07-30,13.1664,244216.95,566.0,0.5419,90,0,5,0.2065,1,0,169636.24,91925.58,3123537.21,False
C521B3X1NS,8,2023-08-29,13.0274,243182.7,568.0,0.4819,90,0,5,0.2576,1,0,169636.24,81742.05,3086299.47,False
C521B3X1NS,9,2023-09-28,12.756,246882.27,570.0,0.4648,90,0,5,0.2844,1,0,169636.24,78841.89,3070391.05,False
C521B3X1NS,10,2023-10-28,12.5606,249156.53,564.0,0.5713,90,0,5,0.1935,1,0,169636.24,96909.21,3032651.74,False
C521B3X1NS,11,2023-11-27,12.3035,251335.96,565.0,0.4165,90,0,5,0.102,1,0,169636.24,70650.78,3021664.81,False
C521B3X1NS,12,2023-12-27,12.1202,251367.47,559.0,0.3452,90,0,5,0.1457,1,0,169636.24,58561.94,2988052.8,False
